,Authors,Date,Link,Tickers,Title,Strategy
20685, The Technical Trader,2015-12-21 12:47:00,/article/3768846-lumber-liquidators-still-correction-lower-prices-ahead,LL,"Lumber Liquidators Still In A Correction, Lower Prices Ahead",Short
20686, Alex Cho,2015-12-21 12:07:00,/article/3768746-chronicling-apple-analysis-2015-bull-became-bear,AAPL,Chronicling My Apple Analysis Over 2015: How The Bull Became A Bear,Short
20688, Chris Lau,2015-12-21 10:24:00,/article/3768396-glu-mobile-faces-headwinds,GLUU,Why Glu Mobile Faces Headwinds,Short
20689, The Visible Hand,2015-12-21 06:45:00,/article/3767016-navients-asset-performance-suggests-4-stock,NAVI,Navient's Asset Performance Suggests A $4 Stock,Short
20691, Alexander Valtsev,2015-12-21 02:06:00,/article/3767306-l-brands-inc-overvalued,LB,"L Brands, Inc.: Overvalued",Short
20692, L&F Capital Management,2015-12-21 00:19:00,/article/3767216-amazon-squeezing-ups,UPS,Amazon Is Squeezing UPS Out,Short
20693, Nitin Gulati,2015-12-20 12:17:00,/article/3702406-tiffany-and-co-excellent-short-next-year,TIF,Tiffany & Co.: An Excellent Short For The Next Year,Short
20694, Societe Financiers,2015-12-20 09:01:00,/article/3766776-tjx-companies-inc-risky-investment,TJX,TJX Companies Inc.: A Risky Investment,Short
20695, Roger Lipton,2015-12-18 15:49:00,/article/3765726-chipotle-mexican-grill-24-hour-news-cycle-traffic-transparent,CMG,"For Chipotle Mexican Grill, It's A 24-Hour News Cycle, And Traffic Is Transparent",Short
20697, Strubel Investment Management,2015-12-18 13:31:00,/article/3765296-increased-warranty-costs-cut-teslas-profits-almost-15-percent,TSLA,Increased Warranty Costs Could Cut Tesla's Profits By Almost 15%,Short
20698, Josh Arnold,2015-12-18 13:25:00,/article/3765266-aeropostale-simply-delaying-inevitable,ARO,Aeropostale Is Simply Delaying The Inevitable,Short
20699, George Kesarios,2015-12-18 13:23:00,/article/3765256-twitter-forget-user-engagement-still-expensive-stock,TWTR,"Twitter: Forget About User Engagement, This Is Still An Expensive Stock",Short
20700, Paulo Santos,2015-12-18 10:47:00,/article/3764916-solar-lease-like-second-mortgage-solarcity-like-subprime-lender,TSLA,How Is A Solar Lease Like A Second Mortgage And SolarCity Like A Subprime Lender?,Short
20701, Dan Stringer,2015-12-18 10:15:00,/article/3695036-ruby-tuesday-walking-ever-thinner-line,RT,Ruby Tuesday: Walking An Ever Thinner Line,Short
20702, Darspal S Mann,2015-12-18 10:07:00,/article/3762466-rexnord-one-looks-like-hot-potato,RXN,Rexnord: This One Looks Like A Hot Potato,Short
20703, Penny Stock Realist,2015-12-18 08:47:00,/article/3764666-agrieuro-corp-going-zero,EURI,AgriEuro Corp.: Why It's Going To Zero,Short
20704, Bert Hochfeld,2015-12-17 16:50:00,/article/3763596-oracle-chimera-real-deal,ORCL,Oracle: A Chimera Or The Real Deal,Short
20705, Oguz Erkol,2015-12-17 14:44:00,/article/3763286-comerica-fundamentals-spiraling-downwards,CMA,Comerica: Fundamentals Spiraling Downwards,Short
20706, Ben Axler,2015-12-17 12:46:00,/article/3762896-intertain-group-speculative-canadian-gaming-roll-45minus-70-percent-downside,ITTNF,The Intertain Group: A Speculative Canadian Gaming Roll-Up With 45-70% Downside,Short
20707," Edward Vranic, CFA",2015-12-17 08:34:00,/article/3762246-valeants-2016-guidance-trusted-margin-numbers-appear-unrealistic,VRX,Valeant's 2016 Guidance Cannot Be Trusted As Margin Numbers Appear Unrealistic,Short
20708, Brandon Dempster,2015-12-16 23:05:00,/article/3761156-buying-pandora-playing-fire,P,Buying Pandora Is Playing With Fire,Short
20709, L&F Capital Management,2015-12-16 20:41:00,/article/3761086-uber-amazon-disrupting-traditional-delivery-market-ups-secular-growth-story-risk,UPS,"Uber, Amazon Disrupting The Traditional Delivery Market - UPS Secular Growth Story At Risk",Short
20710, Anton Wahlman,2015-12-16 15:17:00,/article/3760596-expect-automakers-ces-relevant-tesla,TSLA,What To Expect From Automakers At CES Relevant To Tesla,Short
20711, Ayush Singh,2015-12-16 14:42:00,/article/3760446-bet-cliffs-natural-resources-turnaround-going-2016,CLF,Should You Bet On Cliffs Natural Resources' Turnaround Going Into 2016?,Short
20712, Fun Trading,2015-12-16 13:44:00,/article/3760256-north-atlantic-drilling-seek-approval-1-10-reverse-split-sign-downside,NADL,North Atlantic Drilling To Seek Approval For A 1:10 Reverse Split - A Sign Of Further Downside,Short
20713, Electric Phred,2015-12-16 12:52:00,/article/3760096-micron-technology-lump-coal-stocking,MU,Micron Technology: A Lump Of Coal In The Stocking?,Short
20714, Matthew Waterman,2015-12-16 11:47:00,/article/3687996-stop-buying-amazons-magic-beans,AMZN,Stop Buying Amazon's Magic Beans,Short
20715, Real Talk Investments,2015-12-16 09:44:00,/article/3759586-former-bofi-head-auditors-career-history-raises-questions-declaration,BOFI,Former BofI Head Auditor's Career History Raises Questions About His Declaration,Short
20716, Ayush Singh,2015-12-16 09:18:00,/article/3759496-u-s-steel-good-short,X,Is U.S. Steel A Good Short?,Short
20717, Contrarian PM,2015-12-16 08:48:00,/article/3759396-solarcity-just-lower-net-retained-value-75-percent-analyst-day,TSLA,Did SolarCity Just Lower Its Net Retained Value By 75% At Its Analyst Day?,Short
20718, Fundamental Investing,2015-12-16 08:13:00,/article/3759286-union-pacific-falling-knife,UNP,Why Union Pacific Is A Falling Knife,Short
20719, Societe Financiers,2015-12-16 06:45:00,/article/3686176-armour-inc-1-short-candidate-40-percent-opportunity,UAA,Under Armour Inc.: Your No. 1 Short Candidate - A 40%+ Opportunity,Short
20720, Alexander Valtsev,2015-12-16 02:44:00,/article/3758486-sunedison-another-sun-burst,SUNEQ,SunEdison - Another Sun Burst?,Short
20721, Paulo Santos,2015-12-15 12:11:00,/article/3756946-sell-solarcity-short,TSLA,"I Would Sell SolarCity Short, But...",Short
20722, Business Quant,2015-12-15 10:49:00,/article/3756576-zoes-kitchen-short-interest-update,ZOES,Zoe's Kitchen: Short Interest Update,Short
20723, Josh Burwick,2015-12-15 09:30:00,/article/3753066-atlas-sian-task-ahead-overpriced-ipo,TEAM,Atlas-Sian Task Ahead For Overpriced IPO,Short
20725, Darspal S Mann,2015-12-15 08:33:00,/article/3753166-altra-industrial-motion-motor-may-give-trouble-soon,AIMC,Altra Industrial Motion: This Motor May Give Trouble Soon,Short
20726, Josh Arnold,2015-12-15 06:51:00,/article/3756096-new-information-aside-lumber-liquidators-still-lot-trouble,LL,"New Information Aside, Lumber Liquidators Is Still In A Lot Of Trouble",Short
20727, Shock Exchange,2015-12-15 06:13:00,/article/3755976-genesee-and-wyoming-weak-november-shipments-support-short-thesis,GWR,Genesee & Wyoming: Weak November Shipments Support My Short Thesis,Short
20728, Shock Exchange,2015-12-15 03:52:00,/article/3755696-sell-fedex-earnings,FDX,Sell FedEx Into Earnings,Short
20729, Brandon Dempster,2015-12-15 03:18:00,/article/3755646-spell-freeport-mcmoran-volatility,FCX,How Do You Spell Freeport-McMoRan? Volatility,Short
20730, Anthony Ruben,2015-12-15 02:04:00,/article/3755506-paragon-offshore-say-goodnight-gracie,PGNPQ,Paragon Offshore: Say Goodnight Gracie,Short
20731, Whitney Tilson,2015-12-14 17:34:00,/article/3754706-covered-short-position-lumber-liquidators,LL,Why I Covered My Short Position In Lumber Liquidators,Short
20732, Brandon Dempster,2015-12-14 16:00:00,/article/3754646-silver-wheaton-prepare-turbulence,WPM,Silver Wheaton: Prepare For Turbulence,Short
20733, Pair-Wise Investments,2015-12-14 15:57:00,/article/3754626-sirius-xm-holdings-99-percent-debt-financed-capital-structure-concerning,SIRI,Sirius XM Holdings: The ~99% Debt Financed Capital Structure Is Concerning,Short
20734, General Expert,2015-12-14 14:57:00,/article/3754356-trupanion-misunderstood-business-overvalued,TRUP,Trupanion: A Misunderstood Business That Is Overvalued,Short
20735, Rogier van Vlissingen,2015-12-14 13:29:00,/article/3753956-herbalife-now-baby-green,HLF,Herbalife - It's All Over Now Baby...Green,Short
20736, Bill Maurer,2015-12-14 11:09:00,/article/3753536-sprint-short-interest-continues-skyrocket,S,Sprint Short Interest Continues To Skyrocket,Short
20738, Kevin George,2015-12-13 09:43:00,/article/3683216-party-l-brands,LB,The Party Is Over For L Brands,Short
20739, Paulo Santos,2015-12-11 13:22:00,/article/3750416-blackberry-considerations,BB,BlackBerry: A Few Considerations,Short
20740, Damon Verial,2015-12-11 13:21:00,/article/3676346-time-short-coach-investor-sentiment-black-friday-enough,TPR,"Time To Short Coach: Investor Sentiment, Black Friday Not Enough",Short
20741, True Intrinsic Value,2015-12-11 11:38:00,/article/3750096-iradimed-significant-insider-selling-leads-major-questions-investors,IRMD,Iradimed: Significant Insider Selling Leads To Major Questions For Investors,Short
20742, Feynman Research,2015-12-11 10:31:00,/article/3749976-outerwall-even-downside-bulls-think,OUTR,Outerwall Has Even More Downside Than Most Bulls Think,Short
20743, The Small-Cap Authority,2015-12-11 09:33:00,/article/3749856-lake-overpriced-growth-company,LAKE,LAKE Overpriced For A No-Growth Company,Short
20744, Josh Arnold,2015-12-11 07:50:00,/article/3749646-chevron-playing-dangerous-game,CVX,Chevron Is Playing A Very Dangerous Game,Short
20745, Alexander Valtsev,2015-12-10 17:45:00,/article/3748596-sell-carmax,KMX,Why You Should Sell CarMax,Short
20747, Jason Carlamere,2015-12-10 14:46:00,/article/3748006-office-depot-just-run-ink,ODP,Office Depot Has Just Run Out Of Ink,Short
20748, Paulo Santos,2015-12-10 14:04:00,/article/3747806-neustar-2016-guidance-makes-little-sense,NSR,NeuStar: 2016 Guidance Makes Little Sense,Short
20749, Michael Blair,2015-12-10 13:12:00,/article/3747586-armh-overvalued-stock,ARMH,ARMH Is An Overvalued Stock,Short
20750, John Zhang,2015-12-10 11:23:00,/article/3747356-neustar-management-sets-fail-2016-guidance,NSR,Neustar: Management Sets Themselves Up To Fail With 2016 Guidance,Short
20751, Rohit Chhatwal,2015-12-10 09:56:00,/article/3746996-la-quinta-long-way-hits-bottom,LQ,La Quinta: A Long Way Before It Hits The Bottom,Short
20752, Josh Arnold,2015-12-10 07:56:00,/article/3746666-victorias-secret-parent-l-brands-low-risk-short,LB,Victoria's Secret Parent L Brands Is A Low-Risk Short Here,Short
20754, Shock Exchange,2015-12-10 06:41:00,/article/3746556-ceo-valeants-1b-headache-stepping,VRX,The CEO Of Valeant's '$1B Headache' Is Stepping Down,Short
20756, Doyle Publishing Ltd.,2015-12-09 14:15:00,/article/3744926-cracks-u-s-concrete,USCR,The Cracks In U.S. Concrete,Short
20757, Doyle Publishing Ltd.,2015-12-09 14:08:00,/article/3744876-avoid-wingstop,WING,Avoid Wingstop,Short
20759, The Value Investor,2015-12-09 11:03:00,/article/3744116-want-go-godaddy-current-levels,GDDY,Why Do You Want To Go For GoDaddy At Current Levels?,Short
20760, Plexor,2015-12-09 10:36:00,/article/3744066-j-c-penney-co-tough-turnaround,JCP,J.C. Penney Co.: A Tough Turnaround,Short
20761, Value Digger,2015-12-09 06:30:00,/article/3662936-restoration-hardware-holdings-inc-overvalued-short,RH,Restoration Hardware Holdings Inc.: Too Overvalued Not To Short,Short
20762, Anton Tyumin,2015-12-08 16:21:00,/article/3742096-kirby-still-lot-lower-go,KEX,Kirby Has Still A Lot Lower To Go From Here,Short
20763, Aurelius,2015-12-08 15:52:00,/article/3741946-bofi-confirmed-finance-undisclosed-balance-sheet-spe-transfers-bad-loans,BOFI,"BofI Confirmed To Finance Undisclosed, Off Balance Sheet SPE To Which It Transfers Bad Loans",Short
20764, Matt Brice,2015-12-08 15:47:00,/article/3741896-weight-watchers-beyond-scale-oprah,WTW,Weight Watchers: Beyond The Scale With Oprah,Short
20765, Shock Exchange,2015-12-08 14:10:00,/article/3741586-genesee-and-wyoming-remains-sell,GWR,Genesee & Wyoming Remains A Sell,Short
20766, Egon Zee Research,2015-12-08 13:20:00,/article/3741386-potentially-poor-priv-sales-likely-end-blackberry-hardware,BB,Potentially Poor Priv Sales Likely To End BlackBerry Hardware,Short
20767, Alpha Gen Capital,2015-12-08 13:17:00,/article/3738466-truecar-likely-fall,TRUE,TrueCar Likely Has Further To Fall,Short
20768, Ayush Singh,2015-12-08 12:32:00,/article/3741206-best-short-idea-2016,W,My Best Short Idea For 2016,Short
20769, Timberwolf Equity Research,2015-12-08 12:20:00,/article/3738206-aryzta-leave-bread-oven,ARZTY,Aryzta: Don't Leave Your Bread In This Oven,Short
20770, Elephant Analytics,2015-12-08 11:07:00,/article/3662526-carrizo-hedges-may-negative-value-2017-slowing-growth-indicates-share-price-25-32,CRZO,"Carrizo: Hedges May Have Negative Value In 2017, Slowing Growth Indicates Share Price Of $25 To $32",Short
20771, Sven Carlin,2015-12-08 11:06:00,/article/3740836-innospec-bracing-2016-declining-u-s-oil-production-effects-kick,IOSP,Innospec - Bracing For 2016 As The Declining U.S. Oil Production Effects Kick In,Short
20772, Michael Boyd,2015-12-08 10:44:00,/article/3740806-colfax-corporation-recent-tumble-brings-shares-fair-value,CFX,Colfax Corporation: Recent Tumble Brings Shares To Fair Value,Short
20773, Terrier Investing,2015-12-08 10:01:00,/article/3737766-learning-tree-falls-please-around-hear,LTRE,"When Learning Tree Falls, Please Don't Be Around To Hear It",Short
20774, Judicious,2015-12-08 09:02:00,/article/3740536-herbalife-moving-underground-business-opportunity-pitch,HLF,Herbalife Is Moving Underground With Their Business Opportunity Pitch,Short
20775, Endeavor Analytics,2015-12-08 08:47:00,/article/3740486-ascent-solar-ironically-poised-prolonged-descent,ASTI,Ascent Solar: Ironically Poised For A Prolonged Descent,Short
20776, Shock Exchange,2015-12-08 08:18:00,/article/3740396-per-reuters-valeant-considers-paragon-sale-growth-dead,VRX,"Per Reuters, Valeant Considers Paragon Sale; Is Growth Dead?",Short
20778, Dana Blankenhorn,2015-12-07 17:57:00,/article/3739256-centurylink-kinder-morgan-tech,CTL,CenturyLink Is The Kinder Morgan Of Tech,Short
20779, Paulo Santos,2015-12-07 13:38:00,/article/3738436-apple-android-ios-struggle-revisited,AAPL,"Apple: The Android/iOS Struggle, Revisited",Short
20780, Courage & Conviction Investing,2015-12-07 11:17:00,/article/3737936-fitbit-rise-fall-gopro-always-objective-sell-side,FIT,"Fitbit, The Rise And Fall Of GoPro And The Always Objective Sell Side",Short
20781, John Zhang,2015-12-07 10:53:00,/article/3737826-towerstream-impending-death-spiral,TWER,Towerstream: An Impending Death Spiral,Short
20782, Meson Capital Partners,2015-12-07 09:00:00,/article/3737486-odyssey-marine-exploration-prepares-exit-core-shipwreck-business-cash-burn-continues,OMEX,"Odyssey Marine Exploration Prepares To Exit Core Shipwreck Business, Cash Burn Continues",Short
20783, Asymmetric Leverage,2015-12-07 08:15:00,/article/3736236-western-union-modern-day-pony-express-part-2,WU,Western Union - A Modern Day Pony Express: Part 2,Short
20784, Jesse Moore,2015-12-07 08:13:00,/article/3737396-bhp-billiton-death-dividend-best-short-sale-commodities,BHP,BHP Billiton: Death Of The Dividend And The Best Short Sale In Commodities,Short
20785, Jeremy Raper,2015-12-07 08:05:00,/article/3737266-behavioral-investing-case-study-short-chipotle,CMG,Behavioral Investing Case Study: Short Chipotle,Short
20786, Josh Arnold,2015-12-07 08:05:00,/article/3737256-general-electric-nice-short-abandons-electrolux-deal,GE,General Electric Is A Nice Short Here As It Abandons The Electrolux Deal,Short
20787, Josh Arnold,2015-12-07 07:08:00,/article/3737106-best-buys-margins-mean-probably-going-lower,BBY,Best Buy's Margins Mean It Is Probably Going Lower,Short
20788, L&F Capital Management,2015-12-07 03:34:00,/article/3736516-chipotle-remembering-taco-bell-comps-will-negative-2016,CMG,Chipotle: Remembering Taco Bell; Comps Will Be Negative In 2016,Short
20789, Ian Bezek,2015-12-07 00:31:00,/article/3736286-chipotle-broken-concept-avoid-stores-stock,CMG,Chipotle Is A Broken Concept; Avoid Both The Stores And Stock,Short
20790, Simple Investment Ideas,2015-12-06 12:47:00,/article/3736106-yinglis-prospects-continue-look-grim,YGE,Yingli's Prospects Continue To Look Grim,Short
20791, Josh Arnold,2015-12-05 19:35:00,/article/3735346-zoes-kitchens-weakening-comp-sales-red-flag-bulls,ZOES,Zoe's Kitchen's Weakening Comp Sales Are A Red Flag For Bulls,Short
20793, Jim Kimmelman,2015-12-05 10:40:00,/article/3650346-nustar-holdings-short-dividend-cut,NSH,NuStar Holdings:Short For The Dividend Cut,Short
20794, Alex Pitti,2015-12-05 10:30:00,/article/3734826-boston-beer-faces-much-competition,SAM,Boston Beer Faces Too Much Competition,Short
20795, Studioso Research,2015-12-04 12:30:00,/article/3734026-national-bank-greece-shares-fall-0_66-december-15,NBGGY,National Bank Of Greece Shares To Fall Below $0.66 Before December 15,Short
20796, Shock Exchange,2015-12-04 12:27:00,/article/3734016-valeants-sergeant-schultz-defense-fail-securities-fraud-action,VRX,Valeant's 'Sergeant Schultz Defense' Could Fail Against Securities Fraud Action,Short
20797, George Kesarios,2015-12-03 18:04:00,/article/3732326-pandoras-stock-going-much-lower,P,Why Pandora's Stock Is Going Much Lower,Short
20798, Kevin George,2015-12-03 16:31:00,/article/3732096-lows-ahead-anadarko,APC,Further Lows Ahead For Anadarko,Short
20799, Quinn Foley,2015-12-03 15:13:00,/article/3728266-bear-case-blue-nile,NILE,The Bear Case For Blue Nile,Short
20800, Orange Peel Investments,2015-12-03 14:20:00,/article/3731626-clock-ticking-pandora-find-partner,P,The Clock Is Ticking On Pandora To Find A Partner,Short
20801," Paul Goncalves, CFA",2015-12-03 14:05:00,/article/3638696-ferrari-high-value-cars-overvalued-stock-20-percent-pullback-needed-get-fair-value,RACE,"Ferrari: High-Value Cars, Overvalued Stock, With 20% Pullback Needed To Get To Fair Value",Short
20802, Bill Maurer,2015-12-03 13:14:00,/article/3731346-wayfair-enticing-long-term-short,W,Wayfair: An Enticing Long-Term Short,Short
20803, Shock Exchange,2015-12-03 12:39:00,/article/3731236-qualcomm-will-eu-antitrust-regulators-reel-big-fish,QCOM,Qualcomm: Will EU Antitrust Regulators Reel In The Big Fish?,Short
20804, KIA Investment Research,2015-12-03 12:26:00,/article/3731166-move-confuses-investors-disappoints-fans-blackberry-kills-bbm-meetings,BB,"In A Move That Confuses Investors And Disappoints Fans, BlackBerry Kills BBM Meetings",Short
20805, Samra Qureshi,2015-12-03 11:53:00,/article/3731036-3m-creating-selling-opportunity,MMM,Is 3M Creating A Selling Opportunity?,Short
20806, Paulo Santos,2015-12-03 11:33:00,/article/3730896-tesla-discounts-galore,TSLA,Tesla: Discounts Galore,Short
20807, Whitney Tilson,2015-12-03 10:04:00,/article/3729756-two-items-wayfair-furniture-fail-formaldehyde-tests,W,Two More Items Of Wayfair Furniture Fail Formaldehyde Tests,Short
20808, Fabian Knigge,2015-12-03 08:27:00,/article/3632276-deciphering-grubhub-downside-come,GRUB,Deciphering GrubHub: More Downside To Come,Short
20809, Josh Arnold,2015-12-03 08:18:00,/article/3730446-drinking-kool-aid-wendys,WEN,I'm Not Drinking The Kool-Aid On Wendy's Here,Short
20810, Brandon Dempster,2015-12-03 00:52:00,/article/3729446-barrick-gold-continue-see-downtrend,ABX,Barrick Gold Could Continue To See A Downtrend,Short
20811, Josh Arnold,2015-12-03 00:42:00,/article/3729436-dillards-gotten-obliterated-going-lower-still,DDS,Dillard's Has Gotten Obliterated But It Is Going Lower Still,Short
20812, Bill Maurer,2015-12-02 17:54:00,/article/3728886-solarcity-may-safe-short,TSLA,SolarCity: It May Be Safe To Short Again,Short
20813, John Zhang,2015-12-02 16:43:00,/article/3725336-medifast-overvalued-broken-business-model,MED,Medifast: Overvalued With A Broken Business Model,Short
20814, Doyle Publishing Ltd.,2015-12-02 16:26:00,/article/3728546-sell-veritiv-corporation,VRTV,Sell Veritiv Corporation,Short
20815, Stone Fox Capital,2015-12-02 13:40:00,/article/3727836-freeport-mcmoran-finally-washed,FCX,Is Freeport-McMoRan Finally Washed Out?,Short
20816, Dana Blankenhorn,2015-12-02 13:37:00,/article/3727826-brian-cornell-may-chip-kelly-retailing-target,TGT,Brian Cornell May Be The Chip Kelly Of Retailing At Target,Short
20818, Brandon Dempster,2015-12-02 10:26:00,/article/3727306-vale-continues-go,VALE,"Vale Continues To Go Down, Down, Down",Short
20819, Paulo Santos,2015-12-02 10:25:00,/article/3727296-tesla-increased-chance-might-wrong-regarding-model-s-deliveries,TSLA,Tesla: There Is An Increased Chance I Might Be Wrong Regarding Model S Deliveries,Short
20820, Bledsoe Research Group,2015-12-02 00:50:00,/article/3726006-arch-coal-bankruptcy-looms-george-soros-leon-black-sell-shares,ARCH,Arch Coal Bankruptcy Looms As George Soros And Leon Black Sell Shares,Short
20821, Gold Mining Bull,2015-12-01 16:58:00,/article/3725266-timmins-gold-unfortunately-end-near,ALO,"Timmins Gold: Unfortunately, The End Is Near",Short
20822, Gold Mining Bull,2015-12-01 16:52:00,/article/3725256-detour-gold-shares-buy-q3-results,DRGDF,Detour Gold: Are Shares A Buy After Q3 Results?,Short
20823," William Matson, CFA",2015-12-01 16:03:00,/article/3725096-wayfair-closer-look-cash-flow-endgame-stock,W,Wayfair: A Closer Look At Cash Flow And The Endgame For Its Stock,Short
20824, Pair-Wise Investments,2015-12-01 15:29:00,/article/3724806-numbers-add-guidewire-potential-downside-risk,GWRE,The Numbers Don't Add Up For Guidewire: Potential Downside Risk,Short
20827, Mobile Investor,2015-12-01 11:36:00,/article/3724146-solvency-risk-nq-mobile-continues-increase,LKM,Solvency Risk For NQ Mobile Continues To Increase,Short
20829, Vince Martin,2015-12-01 07:45:00,/article/3716806-veeva-systems-yep-still-short,VEEV,"Veeva Systems: Yep, Still Short",Short
20830, Samra Qureshi,2015-12-01 02:14:00,/article/3722516-morgan-stanley-right-wait-buying-cummins,CMI,Morgan Stanley Is Right: Wait Before Buying Cummins,Short
20831, Paulo Santos,2015-11-30 16:58:00,/article/3721766-several-iphone-risks-review-apple-show-declining-iphone-shipments,AAPL,Several iPhone Risks In Review: Apple Is About To Show Declining iPhone Shipments,Short
20832, John Zhang,2015-11-30 16:30:00,/article/3716756-five-decent-business-horrible-price,FIVE,FIVE: Decent Business At A Horrible Price,Short
20833, Joshua Hall,2015-11-30 16:00:00,/article/3714076-downside-ahead-faro-technologies,FARO,Further Downside Ahead For FARO Technologies,Short
20834, Ralf Anders,2015-11-30 15:55:00,/article/3721506-keep-hands-visteon,VC,Keep Your Hands Off Visteon,Short
20835, Aurelius,2015-11-30 14:59:00,/article/3721236-bofi-chairman-contradicts-ceos-assertions-regarding-external-auditors-without-merit-finding,BOFI,BofI: Chairman Contradicts CEO's Assertions Regarding External Auditor's 'Without Merit' Finding,Short
20836, Randall Radic,2015-11-30 12:40:00,/article/3720796-oracle-jumps-cloud-smart-foolish,ORCL,Oracle Jumps Into The Cloud: Smart Or Foolish?,Short
20837, Michael Munro,2015-11-30 12:29:00,/article/3720726-netflix-establishing-niche-replacing-television,NFLX,"Netflix Is Establishing A Niche, Not Replacing Television",Short
20838, Josh Arnold,2015-11-30 08:55:00,/article/3719936-wayfair-buyer-beware,W,Wayfair: Buyer Beware,Short
20839, Alex Cho,2015-11-29 19:55:00,/article/3718796-accurate-breakdown-apple-iphone-costs,AAPL,An Accurate Breakdown Of Apple iPhone Costs,Short
20841, Geoffrey Caveney,2015-11-29 10:04:00,/article/3625506-short-core-laboratories-negative-equity-stock-buybacks-spells-danger-industry-downturn,CLB,Short Core Laboratories: Negative Equity From Stock Buybacks Spells Danger In Industry Downturn,Short
20842, Andriy Blokhin,2015-11-29 09:41:00,/article/3625476-time-inc-short-selling-case-paper-dinosaur,MDP,Time Inc.: A Short Selling Case For A Paper Dinosaur,Short
20843, Matthew Greenberg,2015-11-28 10:23:00,/article/3619066-seaworld-still-trouble,SEAS,SeaWorld Is Still In Trouble,Short
20844, Tim Plaehn,2015-11-27 19:12:00,/article/3717316-time-sell-calumet-specialty-products,CLMT,It's Time To Sell Calumet Specialty Products,Short
20845, Josh Arnold,2015-11-27 16:45:00,/article/3717186-famous-daves-imploding,DAVE,Famous Dave's Is Imploding,Short
20847, Brandon Dempster,2015-11-27 14:45:00,/article/3717036-u-s-steel-continually-depressed,X,U.S. Steel Is Continually Depressed,Short
20848, Pim Keulen,2015-11-27 12:42:00,/article/3716826-lions-gates-movies-becoming-less-popular-will-stock,LGFA,"Lions Gate's Movies Are Becoming Less Popular, So Will Its Stock",Short
20849, Alexander Valtsev,2015-11-27 12:40:00,/article/3716796-charter-communications-another-candidate-shorting,CHTR,Charter Communications: Another Candidate For Shorting,Short
20850, Shock Exchange,2015-11-27 11:24:00,/article/3716636-valeant-based-novartis-settlement-philidor-legal-exposure-545mm,VRX,"Valeant: Based On The Novartis Settlement, Philidor Legal Exposure Could Be $545MM",Short
20851, Focus Equity,2015-11-26 16:03:00,/article/3604566-ultimate-software-ultimate-short,ULTI,The Ultimate Software Or The Ultimate Short,Short
20853, Darspal S Mann,2015-11-26 08:07:00,/article/3712906-cimpress-printing-value-get-difficult,CMPR,Cimpress: Printing Value To Get Very Difficult,Short
20854, George Kesarios,2015-11-26 07:00:00,/article/3605106-pandora-fell-35-percent-friday-might-fall-even,P,Why Pandora Fell 35% On Friday And Might Fall Even More,Short
20855, Robinson Roacho,2015-11-25 20:20:00,/article/3714726-atlas-resource-partners-worst,ARP,Atlas Resource Partners: The Worst Is Not Over,Short
20856, BayesianLearner,2015-11-25 17:06:00,/article/3714576-revisiting-cargo-cult-stay-away-twitter,TWTR,Revisiting The Cargo Cult: Stay Away From Twitter,Short
20858, Lester Goh,2015-11-25 15:20:00,/article/3711056-transdigm-m-playbook-running-fuel,TDG,Transdigm: M&A Playbook Running Out Of Fuel,Short
20859, Brandon Dempster,2015-11-25 14:15:00,/article/3713986-keurig-green-mountain-renewed-short-opportunity,GMCR,Keurig Green Mountain Is A Renewed Short Opportunity,Short
20860, Paulo Santos,2015-11-25 13:21:00,/article/3713846-tesla-credit-suisses-2-main-catalysts-easily-shown-false,TSLA,Tesla: Credit Suisse's 2 Main Catalysts Are Easily Shown To Be False,Short
20861, The Street Sweeper,2015-11-25 11:20:00,/article/3713526-magicjack-vocaltec-disappearing-business-trick,CALL,MagicJack VocalTec: The Disappearing Business Trick,Short
20862, Brandon Dempster,2015-11-25 10:39:00,/article/3713346-solarcity-compelling-short,TSLA,SolarCity Is A Compelling Short,Short
20863, Brandon Dempster,2015-11-25 10:22:00,/article/3713266-shorting-chesapeake-smart-move,CHK,Shorting Chesapeake Is The Smart Move,Short
20864, Real Talk Investments,2015-11-25 09:45:00,/article/3711826-bofi-derivative-potential-fbr-liability,FBRC,BOFI Derivative: Potential FBR Liability,Short
20865, Brian Sanders,2015-11-25 09:33:00,/article/3713116-weatherford-strong-sell-contractual-uncertainty-cash-flow-concerns-30-plus-percent-downside,WFT,"Weatherford: Strong Sell On Contractual Uncertainty And Cash Flow Concerns, 30+% Downside",Short
20867, Long-Short Value,2015-11-25 06:07:00,/article/3712496-ferrari-race-25-share-46-percent-downside,RACE,Ferrari - A Race To $25 A Share (46% Downside),Short
20868," Stanislav Oleynikov, CFA",2015-11-25 01:10:00,/article/3710456-diana-shipping-may-run-cash-much-sooner-expected,DSX,Diana Shipping May Run Out Of Cash Much Sooner Than Expected,Short
20869, Brian Nichols,2015-11-24 16:36:00,/article/3711306-frontier-investors-wise-forget-high-yield-sell-stock,FTR,Frontier Investors Would Be Wise To Forget The High Yield And Sell The Stock,Short
20870, Dylan S. James,2015-11-24 15:10:00,/article/3710596-tesla-examining-bull-case,TSLA,Tesla: Examining The Bull Case,Short
20871, Michael Blair,2015-11-24 14:34:00,/article/3710426-new-apple-ipad-pro-appears-targeted-amateurs,AAPL,The New Apple iPad Pro Appears Targeted At Amateurs,Short
